"","OTU","destination","shared","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"145","62d93060a86b3c0bb37b3634e5529004","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus","Rhodoblastusacidophilus"
"146","62f2ca0a35761f1dca706cd4bd60d153","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Family_Beijerinckiaceae","Family_Beijerinckiaceae"
"147","651b456fad22829867a61aff2a233caa","eggs","shared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Genus_Weissella_A_338544"
"148","65a13f1d1a0ce42556e49a570ddd8dcf","both","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","Genus_Bifidobacterium_388775"
"149","65e2fe387bfdf0fa880811cceac1d59e","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Achromobacter","Genus_Achromobacter"
"150","66abaee179be7e5928c221b18207caf9","both","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Family_Microbacteriaceae","Family_Microbacteriaceae"
"151","677929eac52be081cdae08a0b9c70eb2","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"152","68306d27ad6cb978a8606dafd39d8c20","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"153","69f3be1ce26140f5820552e2a9d49289","both","shared","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Flectobacillus","Flectobacillusroseus"
"154","6a9e6cd156ec3e7ca51f4912bfe49614","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_592522"
"155","6ba560a76661744bc65eed04953c1314","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","Genus_Aeromonas"
"156","6c84542f6460f7b4cd5bf61da89bf26a","both","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"157","6c891abaa8f2147383dd332e601800eb","both","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Micrococcaceae","Micrococcus","Micrococcusluteus"
"158","6e14f4034e782617c3ae143ef74c3de4","lost","lost","Bacteria","Firmicutes","Negativicutes","Propionisporales","Propionisporaceae","Pelosinus","Pelosinusdefluvii"
"159","73b7563f30dc3ad68a861e25ce589c0a","late water","shared","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Genus_Mycobacterium"
"160","74b5e290724d621524a132c83d4164f3","late water","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia","Genus_Asaia"
"161","74fd73c11b1b41a953d621e26ab290a8","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovarius","Rhodovariuslipocyclicus"
"162","77c55b0f6c379835576843cf02171325","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Genus_Sphingomonas_L_486704"
"163","77d6a7db6de3bb1f15a02fdb36f90627","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Genus_Bradyrhizobium"
"164","7808d9998d7c3f332e84b59eb2b9a074","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Family_Pseudomonadaceae","Family_Pseudomonadaceae"
"165","78e82208465dc5122d2b998caca016b6","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Dermabacteraceae","Brachybacterium","Brachybacteriummuris"
"166","7917ea4a8baaaaad51430b1d6e563817","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"167","7a3d3263f85a0821e953a8154ec4e91d","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"168","7ae748a8220ad5940affe29cbeefca57","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","Genus_Aeromonas"
"169","7b054f04ff8194f7a97cbbd55455ceef","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Genus_Brevundimonas"
"170","7bc6304a3b13c6ca73dfca4497a00dc5","lost","lost","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lacrimispora","Lacrimisporaalgidixylanolytica"
"171","7d9129377c3a607464a2c567af730c35","lost","lost","Bacteria","Firmicutes","Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli"
"172","7e350e713938e4db19d55b3ffd310d38","eggs","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Undibacterium","Genus_Undibacterium_570144"
"173","7f1487c191bfa6ccc9085821aadf4324","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Genus_Stenotrophomonas_A_615274"
"174","802ee9764e76d0872a9892cdfeb43ef6","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Erwinia","Genus_Erwinia_B_680885"
"175","809456fddfcd13b876829092e0446769","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_A_615274rhizophila"
"176","80a305cdd00e92a1ec31e49726e5c579","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_574934"
"177","8114950780beaf8e8023491a1630a176","lost","lost","Bacteria","Firmicutes","Negativicutes","Sporomusales","Thermosinaceae","Anaerospora","Anaerosporahongkongensis"
"178","8253a32e37cc65a796a92ee67b50d870","late water","shared","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Lawsonella","Genus_Lawsonella"
"179","8310deaf296c304dea209d19107677a0","late water","shared","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobactersp000708265"
"180","84716245f53ab2236b84538a9cdd74ed","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Genus_Methylobacterium"
"181","84739a30798ceb9d9290e4412e67eb24","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Cellulomonadaceae","Cellulosimicrobium","Genus_Cellulosimicrobium"
"182","847ef1a2b17a1c61035475b56d24122d","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus_Massilia"
"183","84ec1399e8ee3618cc0686f28b89dbcb","eggs","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Genus_Pantoea_A_680069"
"184","891019e319f5d8d088ed4f9379fd63ef","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Genus_Stenotrophomonas_A_615274"
"185","8bc54d575f88d09b2ba16b7f571812ae","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Genus_Corynebacterium"
"186","8c2fb0cdbe0db119375869b5c4b20a53","both","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"187","8c4cabe11dcdb4267580ca78c7e9cb1b","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pseudorhodoferax","Genus_Pseudorhodoferax"
"188","8c55d1108d3cefe1e0f6375e1376ce27","late water","shared","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Genus_Corynebacterium"
"189","8c8598245ea67244fb156b6f31192a41","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Family_Moraxellaceae","Family_Moraxellaceae"
"190","8cb92babedb9f4ff7bedee4ac4f47370","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum","Genus_Azospirillum"
"191","8cd7646d4eee2b702e680c9a36aa93ee","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Genus_Comamonas_F_589250"
"192","8cf45fe9e1251163b5d801841857a873","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Aquabacterium","Genus_Aquabacterium_B_592457"
"193","8cf646f2d2ffa7d4a56e9156530deb71","late water","shared","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacterchitinilyticus"
"194","8d3565638a5a89a00aa3233b2b027489","both","shared","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacteriumgambrini"
"195","8d5ecba2cbb96c5e2e01b8b9fced7e06","lost","lost","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Genus_Clostridium_X"
"196","8db9ec3c6c2da03db22d64f72b6f0c7d","lost","lost","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Genus_Lactiplantibacillus"
"197","8f09bac714c02dc9415770271349dc99","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"198","90a9d4d5f86538db13546b1af5a3c12d","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ramlibacter","Genus_Ramlibacter_588642"
"199","929d9a7f88bd83bc06d889c356d9a13e","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"200","9300f96e4700122e2126eeebf4d8caf2","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacterradioresistens"
"201","9332245ccb8cd5b773b3edb112f8a70a","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Family_Sphingomonadaceae","Family_Sphingomonadaceae"
"202","946b9f1289f8b3f2b52d0547b6175fea","lost","lost","Bacteria","Firmicutes","Clostridia","Acetivibrionales","Order_Acetivibrionales","Order_Acetivibrionales","Order_Acetivibrionales"
"203","951bd5ee0c2df7f25c6c2959e3c45295","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Family_Sphingomonadaceae","Family_Sphingomonadaceae"
"204","971020fc585cf0d12927103e3bda78e8","lost","lost","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_J_366884silvae"
"205","97dd96b6bd56805492a523b0d748e8b9","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Genus_Pedobacter_887417"
"206","985faddfff65bdf62f4c14bbbe3e8ba5","both","shared","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Weizmannia","Weizmanniacoagulans"
"207","98bc1ec29a4c0f9fbf70d7bfa48a48b6","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Tepidimonas","Tepidimonasfonticaldi"
"208","99a24244b8ee4488b1bd89c76fbfc176","lost","lost","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Family_Enterococcaceae","Family_Enterococcaceae"
"209","9ae8011e9347ce18b60ba481bfb72e32","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Family_Rhodocyclaceae","Family_Rhodocyclaceae"
"210","9b3f6c7e4294ef1c697a8eae4208d04f","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"211","9ba80d636e5561c9a76f1aa0f67b5b4f","lost","lost","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcussanguinis_H"
"212","9bfe08c51b7a63c8130c31cf1c4c5665","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Genus_Bosea"
"213","9c0f13da7e122b66fbc8fedd932c6214","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhabdus","Genus_Rhizorhabdus_483366"
"214","9c0fb370e79191f46ba2658dd16f3f7a","both","shared","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacterinsulae"
"215","9e08c2a6aa9077613cf984b80ea7aab9","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Pseudaeromonas","Pseudaeromonasparamecii"
"216","a022ba393ceb3a7e109b171c5e901b31","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Genus_Moraxella_C_651924"
"217","a1a3200b76bcd6000a0914892d370b6e","lost","lost","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Family_Enterococcaceae","Family_Enterococcaceae"
"218","a27c0544a0789a4e34dc33c69ff79640","late water","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Genus_Sphingomonas_L_486704"
"219","a2f0cf02930b05c8fe5c73965d323288","eggs","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Genus_Methylobacterium"
"220","a3f9e12d6ee993d25441b9b0283ecca3","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Family_Rhizobiaceae","Family_Rhizobiaceae_A_499470"
"221","a49e86a5d0dea059eb9527154ea35cdb","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"222","a4ec7013e4edf783c236665eabc60380","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","Genus_Cedecea"
"223","a5189f77a2cfeab3bc1602ff5c8ac3e9","late water","shared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Genus_Streptococcus"
"224","a51bdc1b5fbef585cd4d5267dac093de","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovarius","Rhodovariuslipocyclicus"
"225","a5d1217aa1cbc154c499796f9040d954","late water","shared","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Genus_Staphylococcus"
"226","a786c3d196fd5155005abb2f56e4be27","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinellacurvata"
"227","a79660dddf827d14201bbc0df31583f9","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobactersoli"
"228","a922acd6335473288ef5998e069676d1","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Genus_Bosea"
"229","aa3df738dc1cf47c03f67879f32c5cb3","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","Genus_Rhodopseudomonas"
"230","aacc5e7497bcbd715ef9128eb4bfdc6f","lost","lost","Bacteria","Firmicutes","Thermoanaerobacteria","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacterium","Genus_Thermoanaerobacterium"
"231","ad9a88474fe1a5a88942053997b2b30b","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Genus_Caulobacter_487784"
"232","b001750d92fa6ab54a0c754b04dc2b6e","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017sp004296775"
"233","b037c7e285a574beeba9fa7b48d756e0","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Family_Chitinophagaceae","Family_Chitinophagaceae_966727"
"234","b0a78ca52dd6794c45a59f60f1ca34a3","both","shared","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Siphonobacter","Siphonobacteraquaeclarae"
"235","b1962c644e4042f60fcf0327de0438fb","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"236","b39c338f5e964b6cb87e07f10badc6c4","lost","lost","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Genus_Lactococcus_A_346120"
"237","b3f56d15e796f3c8df1280aa11fcde5e","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"238","b4a6dbffc57baaf07b759c235b54ea32","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Genus_Flavobacterium"
"239","b4c9bc9315d2331ee859d99151ef4b46","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Achromobacter","Genus_Achromobacter"
"240","b57744bd30af9f7a4d538d0aba27596b","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_574758"
"241","b5c75ab1f927fba097a9231ea3675f1b","lost","lost","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Genus_Clostridium_AM"
"242","b753f12f9355e2e87f9e88e7a4b4cf9b","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"243","b76b0d30f288a705e032a673faf77433","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Genus_Sphingomonas_L_486704"
"244","b79f8ffb327d0a73b01c42c275ced626","eggs","shared","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobactersolisilvae"
"245","b7b0f3feee005bde6669fb68042ee47a","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Genus_Comamonas_F_589250"
"246","b9781e39f4300fcfc6d995cf5df79388","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Frigoribacterium","Frigoribacteriumsp001424645"
"247","b98f8c87cd3159b66ec0a418919be624","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017sp004296775"
"248","b9fb9fb89c231c701708b0d411735ed8","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Family_Sphingomonadaceae","Family_Sphingomonadaceae"
"249","bad5dc0c0c4aafcbfb12fd3710d76778","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","M3007","M3007sp011368025"
"250","bd2ebc70501f7d867c204f94c4e483da","eggs","shared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Genus_Streptococcus"
"251","be02032347189c13bc055c79dca1c1a6","lost","lost","Bacteria","Firmicutes","Bacilli","Thermicanales","Thermicanaceae","Thermicanus","Thermicanusaegyptius"
"252","be34bc2a6ad1dc1fabaeb4de8b1416e9","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Genus_Fluviicola"
"253","bf5f4f4da286a3c774d31edb1b6cdf32","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"254","bfd9268771f5e2cc1283bac4e621ce06","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Genus_Rhizobium_A_500098"
"255","bfe54af4c9180d37a0d76f6dafe79a5a","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"256","c09b80bd255d650484d4ee0747d5d804","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Family_Caulobacteraceae","Family_Caulobacteraceae"
"257","c1f617fc8c83594216821f0986d5b3e6","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella","Genus_Vogesella"
"258","c282bbb847f673157cf0e7617a4353f2","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Family_Aeromonadaceae","Family_Aeromonadaceae"
"259","c332172a40ea46e614413f19c3124297","eggs","shared","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","UBA1930","UBA1930sp002337145"
"260","c54b6665341382ceb4e098c161040fbb","both","shared","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingiameningoseptica"
"261","c5a7332399735113a898e9e35b406e5c","lost","lost","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Genus_Paenibacillus_J_366884"
"262","c618f7903074d8daea2069c84d4fcd89","eggs","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Genus_Bosea"
"263","c6357b5b5bb8c067c51faad5180b4e99","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"264","c7c779fa3082af6f739c913c4bd51520","lost","lost","Bacteria","Firmicutes","Clostridia","Peptostreptococcales","Anaerovoracaceae","Aminipila","Aminipilabutyrica"
"265","c826ca74780c027f47c4b058a2f7104a","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingiameningoseptica"
"266","c873733a1c472c123f8063297a02c773","eggs","shared","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","Genus_Cloacibacterium"
"267","c87f305e278617ac231a0a57d7a27a25","late water","shared","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Family_Clostridiaceae","Family_Clostridiaceae_222000"
"268","c99411617a88b5f4a84ba5b6cd7eea01","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia","Genus_Kaistia"
"269","c9f399259e6ea8f8c617e75e613dc48f","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia","Genus_Asaia"
"270","cd42cf9dbcd165b203fa2bf11e18ac4b","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Genus_Xanthomonas_A_614439"
"271","cda4e6f933bb3108ea3e92f9db411c00","lost","lost","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella","Genus_Gemella"
"272","ce5eea8e7eb39c9ec26edd8cb297bdbf","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Geodermatophilaceae","Modestobacter","Genus_Modestobacter"
"273","ceab0bbfa35e85befbebf76ec65a6ae8","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacterchitinilyticus"
"274","cf8bf0b345405caaba7cc3268757a408","both","shared","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Genus_Chryseobacterium_796614"
"275","d0792b2b0d7cb4184326f12dd7c53c26","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","Genus_Rhodopseudomonas"
"276","d0b698c7298bf04110a6d2f220879bfb","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotellamelaninogenica"
"277","d2208d27b5df4c53eb547f7ac45f4d6b","both","shared","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Genus_Chryseobacterium_796614"
"278","d23fbef2f31d48eda40876cdbc49933a","late water","shared","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Genus_Staphylococcus"
"279","d252e27da33344148b541d5cb79af156","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Genus_Methylobacterium"
"280","d34a359930fa7d16269719f7db660e0a","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Herbaspirillum","Genus_Herbaspirillum"
"281","d56ebb77864a21ec27bf3d9d2dd51240","both","shared","Bacteria","Firmicutes","Bacilli","DSM-16016","Caldibacillaceae","Bacillus","Bacillus_Jthermoamylovorans"
"282","d5bfa42e61b8ae3b4df2cecbb7d23fe7","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"283","d5d959e6e6cb636fd4585e0239ec553d","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Noviherbaspirillum","Genus_Noviherbaspirillum_A_568104"
"284","d73835da51464de444e732fe62aec643","lost","lost","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Genus_Bacillus_P_294101"
"285","d738c260a421aa4bb11c38e0e34fbf41","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_650326"
"286","d80a776757be4ca590de7d3574aa7f21","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Family_Weeksellaceae","Family_Weeksellaceae"
"287","d8f298eccc87fa0854033cac0ce4baca","late water","shared","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Genus_Corynebacterium"
"288","da2802fccbb7d58d5da5d5357af9d81a","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"289","db319224c1303cac231f2e31e0347b06","lost","lost","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Genus_Clostridium_T"
